,feature,rmse_median_SAPS,rmse_25perc_SAPS,rmse_75perc_SAPS,r2_median_SAPS,r2_25perc_SAPS,r2_75perc_SAPS,r_median_SAPS,r_25perc_SAPS,r_75perc_SAPS
153,Microstates_Temp_Param,3.1448473015913962,3.0535469410340563,3.2570086065051904,-0.0007225440605405087,-0.0015469952422823008,-9.019975616869624e-05,0.0,0.0,0.0
154,Microstates_Transitions,3.164466322775372,3.059237671514243,3.2726879101188167,-0.000786302471459277,-0.007499412983265341,-0.000226184934308038,0.0,-0.022210781632241286,0.0
155,Mobility,3.154054443110269,3.0663519708261084,3.2920664709630203,-0.0004569250344104159,-0.008240899350754172,0.0010586821462927332,0.0,0.0,0.08850563621123499
156,rEEG_asymmetry_Alpha,3.1622600392395865,3.068182253517505,3.268551577046002,-0.0008259718654676229,-0.00500589240921856,-8.820514761542775e-05,0.0,-0.05682564035287066,0.0
157,rEEG_asymmetry_Beta,3.16186838007376,3.057340829654671,3.284921870700942,-0.0007558244882939213,-0.002435397400776085,-0.0001849616592696779,0.0,0.0,0.0
158,rEEG_asymmetry_Delta,3.161564342797993,3.0518645353436114,3.268551577046002,-0.0007652955469932277,-0.006288052398928656,-0.0002135423158957095,0.0,0.0,0.0
159,rEEG_asymmetry_Gamma,3.1428369224561723,3.0535469410340563,3.2574560764670712,-0.0006644705561512643,-0.0029266298972529525,-7.68144327737974e-05,0.0,-0.0057700587103947775,0.0
160,rEEG_asymmetry_Theta,3.161564342797993,3.0518645353436114,3.241425698623977,-0.0007321494160266173,-0.005429377296835403,-4.308411379011501e-05,0.0,0.0,0.0
161,rEEG_CV_Alpha,3.155167570863502,3.053732939958672,3.2441493952102913,-0.0007287110976680333,-0.001550084669691254,-8.741992419691869e-05,0.0,0.0,0.0
162,rEEG_CV_Beta,3.1551764175998294,3.0518645353436114,3.2570086065051904,-0.0007225440605405087,-0.002796712569924309,-3.483642981738644e-05,0.0,-0.011339752750624488,0.0
163,rEEG_CV_Delta,3.144352180474586,3.0518645353436114,3.2571477417071018,-0.0006873444237072146,-0.0019338606469649355,-7.68144327737974e-05,0.0,0.0,0.0
164,rEEG_CV_Gamma,3.1438623162267643,3.0518645353436114,3.2217845172607547,-0.0006925130459346507,-0.0013882201821419637,-8.741992419691869e-05,0.0,0.0,0.0
165,rEEG_CV_Theta,3.1438623162267643,3.0522603162834643,3.2241943577551853,-0.000660804183127861,-0.0016075729980696285,-4.4887458007403236e-05,0.0,0.0,0.0
166,RQA_determinism,3.1333760772500314,3.0550477645385046,3.2795411073062946,-0.00045992633088942636,-0.02361546687101207,0.014012457065748357,0.016522852681593713,0.0,0.13932303181722813
167,RQA_entropy,3.163948475292406,3.0564440550545804,3.2647182726291177,-0.000716958288759284,-0.0055122665891803035,-1.9203053047811558e-05,0.0,0.0,0.03525603050694099
168,RQA_laminarity,3.165842022385064,3.052165343959992,3.3324952335855285,-0.00034173893222511076,-0.022602277469286725,0.017186946599237585,0.02795355066679095,0.0,0.15940781749419747
169,RQA_max_diag,3.1599806756944893,3.0591552295505613,3.310284441376802,-0.0012264370940425762,-0.03567282754148593,-9.115645334850653e-05,0.0,-0.002795526340948689,0.044066116508382394
170,RQA_max_vert,3.1504727610920193,3.0403830936380727,3.245466119750885,-6.587906002430977e-05,-0.001308221827699796,0.011765636089893394,0.0,0.0,0.12048352226158304
171,RQA_mean_diag,3.1586100304174938,3.0550477645385046,3.2535819090694527,-0.0007596650408520089,-0.00860818218274051,-3.478404076340258e-05,0.0,0.0,0.0
172,RQA_rte,3.163744393256286,3.084664799646437,3.305891376312464,-0.0006765669990445033,-0.030791351347379203,-7.291707932399749e-06,0.0,-0.003533526457710539,0.010756619410220165
173,RQA_trappingtime,3.1354355218733856,3.0348457977316317,3.2722141714029407,0.000593204206467357,-0.024890787687888438,0.024322243388516407,0.0764841926973986,0.0,0.1842505979298069
174,SampEn,3.1329511900229985,3.0518502287342364,3.2746250853212144,-4.46680771780672e-05,-0.008696526512975866,0.02106691224206994,0.05806939230744804,0.0,0.17531309035211376
175,SE_Alpha,3.1555974863565712,3.0648632596955983,3.2370864989900676,-0.0007011954728426417,-0.0037581942284677927,-7.68144327737974e-05,0.0,0.0,0.0
176,SE_Beta,3.1590323250003363,3.059148146043866,3.257303632035444,-0.0007522478821656575,-0.006102306599466478,-7.664949211061423e-05,0.0,-0.058602772448072375,0.0
177,SE_Delta,3.1438623162267643,3.0559606753083233,3.245019130665769,-0.0006925130459346507,-0.001550084669691254,-4.450151635015942e-05,0.0,0.0,0.0
178,SE_Gamma,3.1709912864064886,3.066665841236407,3.315883301315148,-0.0007421113901211474,-0.04115757030536671,-1.8952071606626042e-05,0.0,-0.03178059607156931,0.02915848770509286
179,SE_Theta,3.1636449243451428,3.096852154847321,3.266570567461922,-0.0008774707169769691,-0.029230438095719458,-4.3415615281205966e-05,0.0,-0.03948498857268294,0.027598168100553783
180,slor_alpha,3.136117778451094,3.0518645353436114,3.2217845172607547,-0.00047343758035589545,-0.00118769227822485,-8.741992419691869e-05,0.0,0.0,0.0
181,slor_beta,3.1438623162267643,3.0535469410340563,3.2651433409254613,-0.00047343758035589545,-0.0014117882649499758,-8.741992419691869e-05,0.0,0.0,0.0
182,slor_delta,3.136117778451094,3.0518645353436114,3.2217845172607547,-0.00047343758035589545,-0.0010869196011876192,-8.741992419691869e-05,0.0,0.0,0.0
183,slor_gamma,3.138338188318012,3.0518645353436114,3.246929976952388,-0.0005788753555092674,-0.0015469952422823008,-7.68144327737974e-05,0.0,0.0,0.0
184,slor_theta,3.136117778451094,3.0518645353436114,3.2454351710399787,-0.00047343758035589545,-0.001189533835345924,-8.741992419691869e-05,0.0,0.0,0.0
185,Theta,3.162561606978504,3.052716787364923,3.2704856060083545,-0.0014892258579426443,-0.027603505262153105,-0.00023046477572868929,0.0,-0.04737993173734179,0.0004871344353975793
186,thetaPh_alphaAmp,3.1619745283367857,3.0691655207010666,3.268551577046002,-0.000734817563827872,-0.009638314884150456,-0.0001849616592696779,0.0,-0.07711957991670812,0.0
187,thetaPh_betaAmp,3.168016647223725,3.059237671514243,3.299905398744979,-0.0012150767564398368,-0.03722348192862307,-0.000226184934308038,0.0,-0.13930990774000246,0.0
188,thetaPh_gammaAmp,3.16186838007376,3.067957853424887,3.268551577046002,-0.0006925130459346507,-0.0018486838636417313,-8.741992419691869e-05,0.0,0.0,0.0
189,WT95Alpha,3.1438623162267643,3.0535469410340563,3.30148399286801,-0.0007283088634685297,-0.0018985042941717656,-8.775497341145799e-05,0.0,0.0,0.0
190,WT95Beta,3.155167570863502,3.0595263837305504,3.2598134309620415,-0.0007652955469932277,-0.0014633208036099465,-8.741992419691869e-05,0.0,0.0,0.0
191,WT95Delta,3.1460890843989695,3.0535469410340563,3.245466119750885,-0.0008484916019287914,-0.00279586793758968,-0.0001771123979476541,0.0,-0.02174775862981925,0.0
192,WT95Gamma,3.1527658873062703,3.0535469410340563,3.258245326813992,-0.0007679325967124839,-0.0027634913669071226,-7.68144327737974e-05,0.0,-0.0563140251301203,0.0
193,WT95Theta,3.1583631977949507,3.0748246077620767,3.2668645316861618,-0.000799702763912391,-0.013372351569369556,-1.889703605689741e-05,0.0,0.0,0.06147088511535866
