,feature,rmse_median_SANS,rmse_25perc_SANS,rmse_75perc_SANS,r2_median_SANS,r2_25perc_SANS,r2_75perc_SANS,r_median_SANS,r_25perc_SANS,r_75perc_SANS
160,rEEG_asymmetry_Theta,5.18864574566602,5.022634492941437,5.433927068654372,-0.0035574839329589603,-0.019745580848082755,-0.0006099117749176486,0.0,-0.09006099735208492,0.0
161,rEEG_CV_Alpha,5.168737914743666,5.01932380413463,5.405207383706699,-0.0025207384466323646,-0.009276120280422406,-0.0003883345623624246,0.0,0.0,0.0
162,rEEG_CV_Beta,5.125003249686239,5.004596945264919,5.3486288020319765,-0.0013125452736026944,-0.004172544855706173,-0.00036504175024254515,0.0,0.0,0.0
163,rEEG_CV_Delta,5.123243217337242,4.977740989259248,5.3486288020319765,-0.0014568399095518103,-0.0036669598789618174,-0.00033378543946827044,0.0,0.0,0.0
164,rEEG_CV_Gamma,5.181093746673328,5.0020049182563895,5.386694845543853,-0.002333811196067792,-0.008078479505630343,-0.00042877459499307546,0.0,0.0,0.0
165,rEEG_CV_Theta,5.123243217337242,5.0020049182563895,5.3486288020319765,-0.0014155450357472565,-0.004211395182617594,-0.00036504175024254515,0.0,0.0,0.0
166,RQA_determinism,5.149773312278926,5.026504918052382,5.392930070674475,-0.002395719755174275,-0.007109502441139948,-0.00039499474844306715,0.0,0.0,0.0
167,RQA_entropy,5.188281167987437,5.0256457668759795,5.412745242484556,-0.0076407493599727205,-0.036430711822454165,-0.0010943277801633844,0.0,-0.11956147270505214,0.0
168,RQA_laminarity,5.151049231785844,5.02687188411081,5.406120541948095,-0.0026944911862436527,-0.008568467758492793,-0.00039499474844306715,0.0,-0.059131780063150716,0.0
169,RQA_max_diag,5.231060323163353,5.034901962413441,5.4081751478319156,-0.003890596810282365,-0.03966029764712603,0.0021666418906087226,0.009348362809511818,-0.0012130532811578838,0.12208124401728904
170,RQA_max_vert,5.313762989450279,5.032366467609465,5.476570840311243,-0.010765375200896377,-0.05686568664972791,-0.0008189596390731912,0.04409345377880457,0.0,0.11031874184766621
171,RQA_mean_diag,5.167426740538632,4.991266552144688,5.4079771084055945,-0.004369566268978109,-0.030267807799630397,-0.0006156409918470218,0.0,-0.0462625189265322,0.0
172,RQA_rte,5.189746427635296,5.027691489539329,5.422739200287627,-0.0044213840723225095,-0.024756020411887125,-0.00011696942024230772,0.0,-0.020475060282578145,0.06820982619939175
173,RQA_trappingtime,5.235081737351633,5.031466823321658,5.430436576548712,-0.007581056851063472,-0.0391446335283851,-0.0014135725313837444,0.0,-0.06201675090880746,0.0012880291764018545
174,SampEn,5.205494570942194,5.030102795562026,5.407940104166488,-0.004607071156146003,-0.02796795219125109,-0.0007783598488541044,0.0,-0.057402164406878065,0.0
175,SE_Alpha,5.196442033428276,5.026504918052382,5.3803045474868165,-0.0028351514382308762,-0.009033292245029745,-0.0005787173415036095,0.0,0.0,0.0
176,SE_Beta,5.166006438080133,5.016791952219611,5.410612369327573,-0.0024073029553191017,-0.00789550507866299,-0.0002630686587283271,0.0,0.0,0.01944151557930971
177,SE_Delta,5.123243217337242,4.979946319061694,5.42253813096074,-0.002586049277263802,-0.006238531585816609,-0.00039060900429221945,0.0,0.0,0.0
178,SE_Gamma,5.1717313064363815,5.012530556347574,5.361635531731885,-0.0029486349744342055,-0.008818490997583861,-0.0006491540933619144,0.0,-0.07235375057119314,0.0
179,SE_Theta,5.203441658148201,5.030102795562026,5.394762565069523,-0.0035234616944503916,-0.031111775927437524,-0.00039499474844306715,0.0,-0.04251714980557987,0.0
180,slor_alpha,5.107632905517901,4.980634215772611,5.358451983812246,-0.0010088055563028941,-0.006447218694783929,-0.00011696942024230772,0.0,0.0,0.06311063396528228
181,slor_beta,5.104574527851499,5.007067640873472,5.361308321838128,-0.003384179609479232,-0.00781643595523901,-0.00033123408451984915,0.0,-0.00638943168720316,0.0
182,slor_delta,5.123095278233327,5.011777752102213,5.387390424082627,-0.0015464632309761805,-0.003991902461761565,-0.0002388719297077846,0.0,0.0,0.0023138711118598394
183,slor_gamma,5.107906817619895,5.005880295579935,5.400908567642671,-0.0019726112995804845,-0.007959736226477332,-0.00028408824107550856,0.0,-0.021210389933673017,0.020968496093457432
184,slor_theta,5.1722743289329,5.021405874308161,5.402770384194383,-0.00263258262713717,-0.01635609509507796,-0.0003222241584094898,0.0,-0.036741419402170274,0.0
185,Theta,5.145535543417283,5.026504918052382,5.361692834262738,-0.0026850220163349148,-0.006238531585816609,-0.0006466807147222364,0.0,-0.006337829735828918,0.0
186,thetaPh_alphaAmp,5.159404062970415,5.012028320652173,5.381888244787666,-0.00304796207038327,-0.007577234165529856,-0.0006637121683740754,0.0,0.0,0.0
187,thetaPh_betaAmp,5.123693123359039,5.020089337092761,5.4075698525870015,-0.00244872317074063,-0.008045438934141613,-0.00039060900429221945,0.0,0.0,0.0
188,thetaPh_gammaAmp,5.110120413104239,4.979590020781081,5.361692834262738,-0.0015464632309761805,-0.003854227125675902,-0.00039499474844306715,0.0,0.0,0.0
189,WT95Alpha,5.170146277718283,5.026504918052382,5.400908567642671,-0.0025207384466323646,-0.01050571217768409,-0.00039060900429221945,0.0,-0.020454898518944376,0.0
190,WT95Beta,5.188968637530434,5.020089337092761,5.475464431479231,-0.0027577284460869045,-0.0111010052322143,-0.00040762843209196653,0.0,-0.057851790321195314,0.0
191,WT95Delta,5.123243217337242,5.020089337092761,5.37817609819586,-0.002333811196067792,-0.00595426589939918,-0.00028821160931397083,0.0,0.0,0.0
192,WT95Gamma,5.207706016592544,5.028855464057273,5.407014349402493,-0.001740283090004957,-0.019780040520441078,0.00047948481220511097,0.009322785443189383,0.0,0.10724544246436495
193,WT95Theta,5.172931091003895,5.0291294268098685,5.380783309456315,-0.00304796207038327,-0.009731878245537728,-0.0008886472051625183,0.0,0.0,0.0
